56
3191860	600,19
3191861	732,600
3191862	600,714,86
3191863	600,717
3191864	418,714,600
3191865	600,1200
3191866	381,600,997
3191867	381,600
3191868	600,4482
3191869	600,155,409
3191870	621,600,779
3191871	600,86
3191872	840,600
3191873	600,997
3191874	1426,600
3191875	600,281
3191876	418,600
3191877	922,600
3191878	381,600
3191879	666,600,1595,2096
3191880	666,600,2096,277
3191881	542,600
3191882	1303,600
3191883	84,600
3191884	1426,600,239
3191885	1426,600
3191886	600,717
3191887	621,600,779
3191888	600,462
3191889	418,600
3191890	600,571
3191891	418,600
3191892	1426,600
3191893	935,1200,714,600,997
3191894	1476,600,847
3191895	418,600
3191896	84,600
3191897	1426,600,1540,779
3191898	418,600
3191899	600,1361
3191900	1965,600
3191901	112,600
3191902	600,805
3191903	600,185
3191904	600,409
3191905	360,600,714
3191906	418,600
3191907	600,714
3191908	418,600
3191909	600,2499,935
3191910	529,600
3191911	1624,600,779
3191912	600,714
3191913	600,3700,805
3191914	175,600
3191915	849,418,600
3191916	360,600
3191917	600,205
3191918	849,600
3191919	345,529,1473,600
3191920	600,86,1200
3191921	600,531
3191922	600,779
3191923	381,600
3191924	840,600
3191925	381,600
3191926	600,1568
3191927	600,779
3191928	381,600,409
3191929	488,600,1558
3191930	529,600
3191931	621,175,600
3191932	3659,600,531
3191933	418,1473,600
3191934	434,600
3191935	11,600
3191936	1117,600
3191937	600,19
3191938	381,529,600
3191939	381,600
3191940	600,443
3191941	84,600,575
3191942	600,728
3191943	381,600,714
3191944	345,600,219
3191945	600,3497
3191946	175,600,260
3191947	600,826
3191948	600,714
3191949	434,600
3191950	1977,600
3191951	381,600
3191952	666,600,277
3191953	2739,600
3191954	1885,600
3191955	922,600
3191956	600,1690
3191957	11,600
3191958	600,1200
3191959	840,84,600
3191960	600,1200
3191961	600,219
3191962	1817,600
3191963	529,531,345,86,75,600
3191964	529,600
3191965	426,600
3191966	621,600,997
3191967	2924,600
3191968	1371,600
3191969	840,600
3191970	600,2128
3191971	3716,600
3191972	529,600
3191973	488,600
3191974	2260,600
3191975	418,600
3191976	175,935,418,714,381,600
3191977	529,600
3191978	600,1641
3191979	84,600
3191980	418,600
3191981	600,494
3191982	418,1473,600,935
3191983	600,997
3191984	42,600
3191985	600,714
3191986	488,600
3191987	600,714
3191988	600,714
3191989	600,779
3191990	529,600
3191991	381,600
3191992	175,600,935
3191993	600,935
3191994	1009,600
3191995	600,649
3191996	600,779
3191997	323,600
3191998	175,600,1200
3191999	600,155,409
3192000	600,219
3192001	600,76
3192002	600,714
3192003	3575,600
3192004	600,205
3192005	600,240
3192006	175,600
3192007	600,714
3192008	600,805
3192009	600,779,1704
3192010	418,600,3168
3192011	600,1200
3192012	270,600,1200
3192013	3875,600,344
3192014	600,86
3192015	840,600
3192016	600,531
3192017	600,155,409
3192018	666,600
3192019	385,600
3192020	853,600
3192021	600,714
3192022	360,600
3192023	418,600
3192024	366,600
3192025	381,600
3192026	538,600
3192027	381,600
3192028	600,669
3192029	600,155,409
3192030	684,600
3192031	3137,600
3192032	666,600
3192033	52,600
3192034	849,600
3192035	381,600
3192036	529,600
3192037	86,600,409,3000
3192038	426,600
3192039	1857,600,1961
3192040	600,779
3192041	418,600
3192042	529,600,86
3192043	600,1200
3192044	260,600,935
3192045	600,826
3192046	223,600
3192047	84,600
3192048	600,1200
3192049	840,600
3192050	381,600,621
3192051	381,600
3192052	381,600
3192053	600,714
3192054	84,600
3192055	600,86
3192056	1107,600,1200
3192057	529,600
3192058	600,155,409
3192059	600,911
3192060	84,600
3192061	853,600
3192062	600,714
3192063	418,600
3192064	426,600
3192065	600,2499
3192066	853,600
3192067	381,600
3192068	840,600
3192069	381,600
3192070	600,441
3192071	600,714
3192072	853,600
3192073	418,600
3192074	621,666,600
3192075	381,600
3192076	418,600
3192077	840,600
3192078	849,600
3192079	600,1200
3192080	175,600
3192081	600,3486
3192082	406,337,600
3192083	600,86
3192084	853,600
3192085	418,600
3192086	600,2790
3192087	1426,600
3192088	600,3054
3192089	529,600
3192090	175,1627,600,935
3192091	600,3011
3192092	600,911
3192093	600,935
3192094	600,3105
3192095	1117,3999
3192096	67,3999
3192097	3999,2923
3192098	3999,3772
3192099	3999,1609
3192100	3999,649
3192101	3999,292
3192102	3999,418
3192103	1607,3999
3192104	657,3999
3192105	4058,3999,112
3192106	481,3999
3192107	2452,3999
3192108	3999,1641
3192109	3999,2172
3192110	3999,588
3192111	3999,3100
3192112	400,3999
3192113	2623,3999
3192114	3999,3100
3192115	3999,25
3192116	3504,3999,132
3192117	3999,1324
3192118	3999,342
3192119	3684,3999
3192120	3999,1932
3192121	1464,3999
3192122	1077,3999
3192123	107,3999
3192124	3999,1145
3192125	577,3999
3192126	3161,3999
3192127	112,311
3192128	2600,311
3192129	54,311
3192130	288,311
3192131	132,311
3192132	145,311
3192133	145,311
3192134	132,311
3192135	101,311
3192136	54,311
3192137	101,311
3192138	270,311
3192139	101,311
3192140	145,311
3192141	957,212,311
3192142	145,311
3192143	1576,311
3192144	447,311
3192145	101,258,311
3192146	270,311
3192147	68,311
3192148	311,25
3192149	406,311
3192150	365,311
3192151	54,112,311
3192152	1032,311
3192153	1622,790,311
3192154	669,311
3192155	881,311
3192156	54,311
3192157	311,24
3192158	8,311
3192159	258,311
3192160	400,311
3192161	311,2267
3192162	342,311,24
3192163	1767,311
3192164	195,311
3192165	311,25
3192166	2239,311
3192167	716,311
3192168	212,311
3192169	922,311
3192170	66,311
3192171	54,311
3192172	3835,311
3192173	405,311
3192174	299,311
3192175	125,3835,311,24
3192176	2541,311
3192177	1342,311
3192178	237,311
3192179	1622,311
3192180	282,311
3192181	818,311
3192182	223,311
3192183	258,311
3192184	1342,145,311
3192185	311,24
3192186	145,311
3192187	288,311
3192188	177,311
3192189	101,311
3192190	1454,311
3192191	1045,311
3192192	281,311
3192193	320,311
3192194	8,311
3192195	90,311
3192196	132,311
3192197	311,1517
3192198	612,311
3192199	93,311
3192200	1342,288,311
3192201	1342,311
3192202	311,1127
3192203	75,311
3192204	1965,379,1954,311
3192205	3,311
3192206	52,311
3192207	802,311
3192208	4280,145,311
3192209	54,311
3192210	101,311
3192211	281,311
3192212	612,311
3192213	185,311
3192214	577,311
3192215	23,311
3192216	200,311
3192217	443,311
3192218	160,311
3192219	112,311
3192220	78,311
3192221	132,311
3192222	101,311
3192223	8,311
3192224	8,1073,311
3192225	101,311
3192226	91,183,311
3192227	1023,311
3192228	78,311
3192229	311,24
3192230	112,311
3192231	200,311
3192232	160,311
3192233	54,311
3192234	598,311
3192235	78,311
3192236	8,311
3192237	588,311
3192238	125,311
3192239	282,311
3192240	3586,311
3192241	401,311
3192242	1454,311
3192243	462,311
3192244	1454,311
3192245	598,311
3192246	288,311
3192247	406,1797,311
3192248	112,655,1838,311
3192249	208,311
3192250	1300,311
3192251	212,311
3192252	311,2172
3192253	1931,311
3192254	320,311
3192255	8,311
3192256	101,311
3192257	145,311
3192258	525,311
3192259	1189,311
3192260	145,311
3192261	42,282,311
3192262	132,311
3192263	3225,311
3192264	342,311
3192265	442,311
3192266	999,311,612,25
3192267	101,311
3192268	145,311
3192269	999,311
3192270	628,281,311
3192271	1597,311
3192272	103,311
3192273	1622,311
3192274	136,311
3192275	459,311
3192276	790,311
3192277	311,1127
3192278	1342,145,2239,311
3192279	281,311
3192280	3,271,311
3192281	1342,311
3192282	8,311
3192283	612,311
3192284	3,311
3192285	1342,311
3192286	145,311
3192287	441,311
3192288	1576,311
3192289	710,311
3192290	710,311
3192291	49,3,311
3192292	145,311
3192293	288,311
3192294	258,311
3192295	145,311
3192296	1023,311
3192297	288,311
3192298	132,311
3192299	103,311
3192300	311,24
3192301	145,311
3192302	405,311
3192303	281,311
3192304	311,906
3192305	270,311
3192306	101,311
3192307	54,311
3192308	282,311
3192309	851,311
3192310	405,311
3192311	101,311
3192312	76,311
3192313	281,311
3192314	1597,311
3192315	101,311
3192316	338,311
3192317	78,716,311
3192318	118,311
3192319	957,311
3192320	145,311
3192321	342,311
3192322	311,532,782
3192323	3922,965,311
3192324	8,311
3192325	118,311
3192326	1576,311
3192327	2239,311
3192328	684,311
3192329	400,986,311
3192330	709,311
3192331	288,311
3192332	538,311
3192333	288,103,311
3192334	1954,311
3192335	90,311
3192336	853,311
3192337	282,311
3192338	271,311,1127
3192339	288,145,311
3192340	107,311
3192341	8,311
3192342	281,311
3192343	1342,434,311
3192344	839,311
3192345	78,311
3192346	3453,311
3192347	922,311
3192348	8,562,311
3192349	112,311
3192350	995,311
3192351	78,311
3192352	1576,311
3192353	101,311
3192354	145,311
3192355	628,8,311
3192356	23,311
3192357	282,311
3192358	311,986
3192359	922,311
3192360	145,311
3192361	1934,311
3192362	2688,311
3192363	538,112,311
3192364	1707,195,311
3192365	311,986
3192366	192,311
3192367	2101,311
3192368	311,24
3192369	145,311
3192370	192,311
3192371	646,311
3192372	194,311
3192373	441,311
3192374	3,311
3192375	54,311
3192376	11,311
3192377	101,311
3192378	101,311
3192379	790,311
3192380	989,311
3192381	311,2172
3192382	281,311
3192383	8,311
3192384	1342,2239,311
3192385	311,25
3192386	655,311,525
3192387	160,311
3192388	282,311
3192389	1435,311
3192390	84,311
3192391	1342,311
3192392	145,311
3192393	646,311
3192394	195,311
3192395	66,612,311
3192396	440,311
3192397	1342,311
3192398	101,311
3192399	717,311
3192400	1197,311
3192401	101,311
3192402	999,311,25
3192403	281,311
3192404	400,311
3192405	1045,311,24
3192406	270,1646,311
3192407	3357,145,311
3192408	391,311
3192409	258,311
3192410	101,311
3192411	282,311
3192412	8,311
3192413	999,52,311
3192414	839,311
3192415	1023,311
3192416	145,2532,311
3192417	132,843,311
3192418	265,311
3192419	311,25
3192420	1342,311
3192421	42,311
3192422	1873,666,311
3192423	195,311
3192424	101,311
3192425	1932,311
3192426	3944,311
3192427	101,311
3192428	311,1127
3192429	8,311
3192430	1045,311
3192431	8,311
3192432	66,311
3192433	78,311
3192434	288,311
3192435	502,216,311
3192436	1707,311
3192437	145,270,790,258,311
3192438	1342,311
3192439	282,311
3192440	54,311
3192441	710,311
3192442	1342,311
3192443	270,311
3192444	2207,311
3192445	434,311
3192446	282,311
3192447	258,311
3192448	101,655,311
3192449	1342,311
3192450	93,311
3192451	101,311
3192452	409,311
3192453	281,311
3192454	145,311
3192455	645,311
3192456	728,311
3192457	311,1099
3192458	270,311
3192459	337,462,311
3192460	101,311
3192461	766,311
3192462	288,311
3192463	311,358,2470
3192464	265,311
3192465	579,311
3192466	1342,311
3192467	145,311
3192468	118,311
3192469	609,311
3192470	258,311
3192471	525,311
3192472	778,1072,311
3192473	400,311
3192474	342,311
3192475	311,24
3192476	170,270,311
3192477	54,311
3192478	145,311
3192479	646,311
3192480	311,24
3192481	132,1649,311
3192482	101,311
3192483	49,311
3192484	270,311
3192485	101,311
3192486	101,311
3192487	330,342,311
3192488	311,185,1127
3192489	282,288,311
3192490	101,311
3192491	270,311
3192492	281,311
3192493	8,311
3192494	1013,311
3192495	539,311
3192496	103,311
3192497	922,311
3192498	957,311
3192499	282,311
3192500	145,25,311,93,2239
3192501	569,311
3192502	8,311
3192503	103,311
3192504	761,311
3192505	338,258,311
3192506	342,311
3192507	265,311
3192508	101,311
3192509	538,311
3192510	101,311
3192511	405,311
3192512	160,311
3192513	337,258,311
3192514	288,311
3192515	320,311
3192516	1707,195,311
3192517	8,208,311
3192518	366,311
3192519	11,311
3192520	160,311
3192521	849,311
3192522	145,311
3192523	54,311
3192524	646,311
3192525	179,311
3192526	195,311
3192527	851,311
3192528	288,311
3192529	54,311
3192530	714,311
3192531	311,25
3192532	790,311
3192533	288,311
3192534	281,311
3192535	335,311
3192536	1454,311
3192537	299,311
3192538	311,25
3192539	112,311
3192540	1597,311
3192541	717,311
3192542	716,258,281,311
3192543	132,311
3192544	1576,311
3192545	761,311
3192546	462,311
3192547	311,25
3192548	103,311
3192549	112,311
3192550	145,311
3192551	311,1127
3192552	281,311
3192553	75,311
3192554	717,311
3192555	1383,311
3192556	175,311
3192557	258,311
3192558	851,311
3192559	1752,311
3192560	160,311
3192561	1342,311
3192562	418,311
3192563	66,311
3192564	281,311
3192565	288,311
3192566	3835,311
3192567	525,311
3192568	52,311,24
3192569	103,311
3192570	311,3256
3192571	68,311
3192572	223,311
3192573	1022,401,311
3192574	288,311
3192575	84,311
3192576	311,164
3192577	19,311
3192578	400,311
3192579	577,311
3192580	3390,311
3192581	279,441,311
3192582	311,25
3192583	598,311
3192584	177,81,311
3192585	579,311
3192586	78,311
3192587	8,311
3192588	54,311,1597,1300
3192589	335,311
3192590	282,311
3192591	145,311
3192592	666,311
3192593	101,790,311
3192594	311,1141
3192595	103,311
3192596	1198,311
3192597	103,311
3192598	3,311
3192599	311,24
3192600	320,311
3192601	1342,311
3192602	311,764
3192603	271,311
3192604	54,311
3192605	1146,311
3192606	258,311
3192607	54,311
3192608	54,311
3192609	125,311
3192610	101,145,311
3192611	797,311,3
3192612	112,2178,311
3192613	145,311
3192614	1670,311
3192615	465,721,826,311
3192616	1342,311
3192617	1873,311
3192618	270,311
3192619	265,118,311
3192620	311,578
3192621	101,311
3192622	3835,311
3192623	538,103,311
3192624	268,311
3192625	1198,311
3192626	54,311
3192627	101,311
3192628	920,311
3192629	1342,311
3192630	195,311
3192631	311,986
3192632	101,311
3192633	195,311
3192634	8,78,311
3192635	1045,311
3192636	342,311
3192637	270,311
3192638	132,843,311
3192639	8,311
3192640	288,311
3192641	380,311
3192642	101,311
3192643	101,311
3192644	1342,311
3192645	93,311
3192646	790,258,311
3192647	118,195,311
3192648	8,311
3192649	441,311
3192650	8,311,578
3192651	90,311
3192652	54,311
3192653	136,311
3192654	3357,311
3192655	145,311
3192656	281,311
3192657	132,311
3192658	710,311
3192659	1416,311
3192660	160,311
3192661	49,160,311,177,66
3192662	54,311
3192663	400,311
3192664	54,311
3192665	258,311
3192666	258,311
3192667	1240,311
3192668	2888,311
3192669	288,311
3192670	54,311
3192671	1576,311
3192672	288,311
3192673	311,24
3192674	54,311
3192675	579,311
3192676	311,2470
3192677	103,311
3192678	1023,311
3192679	1206,311
3192680	160,311
3192681	710,311
3192682	288,311
3192683	281,311
3192684	54,311
3192685	132,311,1127
3192686	103,311
3192687	491,311
3192688	957,311
3192689	3,311
3192690	281,311
3192691	1342,311
3192692	101,311
3192693	1013,311
3192694	281,311
3192695	145,320,311
3192696	342,311
3192697	54,311
3192698	311,24
3192699	311,1939,25
3192700	258,311
3192701	8,311
3192702	8,258,311
3192703	1454,311
3192704	628,311
3192705	288,311,281,1127
3192706	612,311
3192707	1342,311
3192708	145,311
3192709	539,311
3192710	52,311
3192711	8,212,311
3192712	3,311
3192713	391,311
3192714	299,311
3192715	23,311
3192716	646,311
3192717	258,311
3192718	999,311
3192719	112,311
3192720	716,311
3192721	145,311
3192722	311,25
3192723	132,716,311
3192724	2383,145,311
3192725	188,311
3192726	459,145,311
3192727	3446,311
3192728	391,311
3192729	1454,4030,311
3192730	646,311
3192731	1885,311
3192732	195,311
3192733	448,311
3192734	91,311
3192735	673,311
3192736	199,311
3192737	1342,311
3192738	288,311
3192739	101,145,258,311
3192740	282,311
3192741	258,311
3192742	95,311
3192743	101,311
3192744	1342,311
3192745	195,311
3192746	91,311
3192747	195,223,136,311
3192748	95,311
3192749	68,311
3192750	54,311
3192751	292,311
3192752	311,986
3192753	666,311
3192754	405,311
3192755	311,986
3192756	337,103,311
3192757	843,311
3192758	465,311
3192759	8,311
3192760	761,311
3192761	1576,311
3192762	400,311
3192763	1342,311
3192764	288,311
3192765	761,311
3192766	281,311
3192767	790,66,311
3192768	330,311
3192769	655,258,311
3192770	1885,311
3192771	843,311
3192772	145,311
3192773	3357,311
3192774	132,311
3192775	400,311
3192776	405,281,311
3192777	3835,311
3192778	265,1546,311
3192779	2194,311
3192780	400,311
3192781	3,311
3192782	177,311
3192783	494,311
3192784	2183,717,311
3192785	101,1576,311
3192786	132,311
3192787	258,311
3192788	101,311
3192789	101,311
3192790	8,311
3192791	101,311
3192792	101,311
3192793	706,311
3192794	922,360,311
3192795	101,311
3192796	851,311
3192797	195,311
3192798	145,311
3192799	1852,311
3192800	145,311
3192801	311,986
3192802	101,311
3192803	2190,311
3192804	54,311
3192805	400,790,258,311
3192806	90,440,311
3192807	160,311
3192808	504,311
3192809	716,311
3192810	54,311
3192811	101,145,311
3192812	2908,311
3192813	346,311
3192814	281,311
3192815	1096,311
3192816	281,311
3192817	323,311,24,1127,1045
3192818	2532,311
3192819	78,311
3192820	281,311
3192821	270,311
3192822	311,281,25
3192823	709,311
3192824	1342,311
3192825	609,311
3192826	125,311
3192827	95,311
3192828	103,311
3192829	265,311
3192830	4708,311
3192831	281,311
3192832	54,311
3192833	311,578
3192834	66,311
3192835	145,311
3192836	270,311
3192837	1576,311
3192838	525,311
3192839	405,311
3192840	311,2470
3192841	603,847,311
3192842	391,311
3192843	1263,311
3192844	447,1727,311
3192845	1576,311
3192846	311,2172
3192847	868,311
3192848	311,3197
3192849	78,311
3192850	491,311
3192851	881,311
3192852	603,3260
3192853	3260,24
3192854	3260,8
3192855	710,3260
3192856	265,3260
3192857	107,3260
3192858	3453,3260
3192859	440,3260
3192860	3910,3260,1096
3192861	710,717,3260
3192862	440,3260
3192863	717,3260
3192864	2544,3260
3192865	717,3260
3192866	107,3260
3192867	717,3260
3192868	1277,3260
3192869	160,3260
3192870	3260,1096
3192871	2019,3260
3192872	90,3260
3192873	3260,532,257
3192874	710,3260
3192875	655,3260
3192876	717,3260
3192877	717,3260
3192878	717,3260
3192879	922,3260
3192880	3260,1096
3192881	3260,1096
3192882	710,3260
3192883	192,3260
3192884	955,3260
3192885	3260,107,1749
3192886	710,3260
3192887	717,3260
3192888	345,3260
3192889	187,3260
3192890	3260,24
3192891	90,3260
3192892	365,3260
3192893	710,3260
3192894	346,3260
3192895	717,3260
3192896	3260,2203
3192897	1353,3260
3192898	212,3260
3192899	3260,717,1096
3192900	2019,3260,649
3192901	258,3260
3192902	1454,3260
3192903	365,3260
3192904	2213,3260
3192905	488,3260
3192906	3462,3260
3192907	868,3260
3192908	3260,1713
3192909	3260,1096
3192910	710,3260
3192911	3260,1096
3192912	3260,1096
3192913	717,3260
3192914	401,3260
3192915	3260,66,24
3192916	3260,24
3192917	3260,24
3192918	717,3260
3192919	922,3260
3192920	406,3260
3192921	3260,1082
3192922	358,3260
3192923	710,3260
3192924	2679,3260
3192925	922,3260
3192926	868,3260
3192927	1932,3260
3192928	218,84,3260
3192929	1323,3260
3192930	365,3260
3192931	365,3260
3192932	717,3260
3192933	710,3260
3192934	922,3260
3192935	491,3260
3192936	335,3260
3192937	716,1670,3260
3192938	1145,112,3260
3192939	2229,3260
3192940	562,3260
3192941	101,3260
3192942	2019,3260
3192943	717,3260
3192944	717,3260
3192945	3260,1096
3192946	2462,3260
3192947	90,3260
3192948	922,3260
3192949	2019,3260
3192950	365,3260
3192951	532,3260
3192952	299,160,3260
3192953	90,3260
3192954	1789,779,988,562,313,3260
3192955	1885,3260
3192956	192,3260
3192957	385,381
3192958	385,3587
3192959	385,175
3192960	385,641,175,381
3192961	385,621
3192962	385,75
3192963	385,2669
3192964	385,745
3192965	385,418
3192966	385,381,935
3192967	385,714
3192968	385,219
3192969	385,418,714
3192970	385,345
3192971	385,175,714
3192972	385,67
3192973	385,1920
3192974	385,1303,1208
3192975	385,418
3192976	385,714
3192977	385,345,418
3192978	385,67
3192979	385,175
3192980	385,199
3192981	385,335
3192982	385,381
3192983	385,11,199
3192984	385,418
3192985	385,380,2955
3192986	385,381
3192987	385,219
3192988	385,219
3192989	385,86
3192990	385,529,1473
3192991	385,1778
3192992	385,175
3192993	385,67
3192994	385,473
3192995	385,381
3192996	385,345,714
3192997	385,95
3192998	385,175
3192999	385,1863
3193000	385,493
3193001	385,849
3193002	385,418
3193003	385,175,935
3193004	385,212
3193005	385,175,935
3193006	385,418
3193007	385,997
3193008	385,381
3193009	385,381
3193010	385,714
3193011	385,381
3193012	385,177
3193013	385,2657,2669
3193014	385,175,935
3193015	385,1033
3193016	385,366
3193017	385,381
3193018	385,1473
3193019	385,418
3193020	385,418,175,1473
3193021	385,175
3193022	385,531
3193023	385,461
3193024	385,187
3193025	385,621
3193026	385,345
3193027	385,175
3193028	385,175
3193029	385,175
3193030	385,1471
3193031	385,187
3193032	385,2936
3193033	385,86
3193034	385,219
3193035	385,86
3193036	385,86
3193037	385,177
3193038	385,418
3193039	385,381
3193040	385,418
3193041	385,381
3193042	385,381
3193043	385,1557
3193044	385,175
3193045	385,714
3193046	385,381
3193047	385,1557
3193048	385,187
3193049	385,281
3193050	385,381
3193051	385,2669,381
3193052	385,2499
3193053	385,313
3193054	385,2555
3193055	385,1022
3193056	385,360,714
3193057	385,175
3193058	385,2499
3193059	385,418
3193060	385,849,175
3193061	219,345,175,385,418
3193062	385,714
3193063	385,971
3193064	385,187
3193065	385,175
3193066	385,345
3193067	385,529,418,219
3193068	385,1199
3193069	385,858,461
3193070	385,849
3193071	385,714
3193072	385,714
3193073	385,938
3193074	385,745,360
3193075	385,418,1073
3193076	385,187
3193077	385,175
3193078	385,849,531
3193079	385,360,418,381
3193080	385,270,2848
3193081	385,1467
3193082	385,175
3193083	385,381
3193084	385,621
3193085	385,360,175,381
3193086	385,4058
3193087	385,219
3193088	385,187
3193089	385,381
3193090	385,3727
3193091	385,86
3193092	385,277
3193093	385,360
3193094	385,345
3193095	385,745,381
3193096	385,175,86
3193097	385,1213
3193098	385,19,381
3193099	385,2820
3193100	385,1473
3193101	385,976
3193102	385,175
3193103	385,381
3193104	385,381
3193105	385,381
3193106	385,418
3193107	385,1473,219,2499
3193108	385,381
3193109	385,381
3193110	385,971
3193111	385,381
3193112	385,2499
3193113	385,187
